split_id,split_name,split_abbreviation,category_name,category_displayName,stat_name,stat_displayName,stat_abbreviation,stat_value,stat_displayValue,stat_perGameValue,stat_perGameDisplayValue,stat_rank,stat_rankDisplayValue
0,All Splits,Any,punting,Punting,puntsInside20Pct,Punts Inside 20 Percentage,IN20%,30.909,30.91,34.47100067138672,34.471,27,27th
0,All Splits,Any,punting,Punting,puntYards,Punt Yards,YDS,2416,"2,416",142,142,27,27th
0,All Splits,Any,punting,Punting,teamGamesPlayed,Team Games Played,GP,17,17,,,1,Tied-1st
0,All Splits,Any,punting,Punting,touchbackPct,Touchback Percentage,TB%,5.455,5.46,5.881999969482422,5.882,18,18th
0,All Splits,Any,punting,Punting,touchbacks,Touchbacks,TB,3,3,,,20,Tied-20th
0,All Splits,Any,scoring,Scoring,defensivePoints,Defensive Points,DP,0,0,6,6,8,Tied-8th
0,All Splits,Any,scoring,Scoring,fieldGoals,Field Goals,FG,30,30,1,1,7,Tied-7th
0,All Splits,Any,scoring,Scoring,kickExtraPoints,Kick Extra Points,PAT,44,44,2,2,10,Tied-10th
0,All Splits,Any,scoring,Scoring,miscPoints,Miscellaneous Points,MISP,0,0,,,1,Tied-1st
0,All Splits,Any,scoring,Scoring,passingTouchdowns,Passing Touchdowns,PASS,20,20,1,1,25,Tied-25th
0,All Splits,Any,scoring,Scoring,receivingTouchdowns,Receiving Touchdowns,REC,20,20,1,1,25,Tied-25th
0,All Splits,Any,scoring,Scoring,returnTouchdowns,Return Touchdowns,RET,5,5,,,3,3rd
0,All Splits,Any,scoring,Scoring,rushingTouchdowns,Rushing Touchdowns,RUSH,25,25,1,1,1,1st
0,All Splits,Any,scoring,Scoring,totalPoints,Total Points,PTS,444,444,25,25,12,12th
0,All Splits,Any,scoring,Scoring,totalPointsPerGame,Total Points Per Game,TP/G,26.118,26.1,,,12,12th
0,All Splits,Any,scoring,Scoring,totalTouchdowns,Total Touchdowns,TD,50,50,2,2,12,Tied-12th
0,All Splits,Any,scoring,Scoring,totalTwoPointConvs,Total Two Point Conversions,2PT,5,5,,,3,Tied-3rd
0,All Splits,Any,scoring,Scoring,twoPointPassConvs,Two Point Pass Conversions,2PTPC,3,3,,,3,Tied-3rd
0,All Splits,Any,scoring,Scoring,twoPointRecConvs,Two Point Receiving Conversion,2PTRCC,3,3,,,3,Tied-3rd
0,All Splits,Any,scoring,Scoring,twoPointRushConvs,Two Point Rush Conversion,2PTRUC,2,2,,,3,Tied-3rd
0,All Splits,Any,scoring,Scoring,onePtSafetiesMade,One Point Safeties Made,OPSM,0,0,,,1,Tied-1st
0,All Splits,Any,miscellaneous,Miscellaneous,firstDowns,Total 1st downs,CMP,352,352,20,20,14,14th
0,All Splits,Any,miscellaneous,Miscellaneous,firstDownsPassing,Passing 1st downs,FDP,167,167,9,9,28,Tied-28th
0,All Splits,Any,miscellaneous,Miscellaneous,firstDownsPenalty,1st downs by penalty,FDPEN,22,22,1,1,32,32nd
0,All Splits,Any,miscellaneous,Miscellaneous,firstDownsPerGame,First Downs Per Game,FD/G,20.706,20.71,20,20,14,14th
0,All Splits,Any,miscellaneous,Miscellaneous,firstDownsRushing,Rushing 1st downs,FDR,163,163,9,9,1,1st
0,All Splits,Any,miscellaneous,Miscellaneous,fourthDownAttempts,First Downs Attempts,FDA,24,24,1,1,14,Tied-14th
0,All Splits,Any,miscellaneous,Miscellaneous,fourthDownConvPct,4th down %,4THC%,45.833,45.83,28.922000885009766,28.922,25,25th
0,All Splits,Any,miscellaneous,Miscellaneous,fourthDownConvs,Fourth Down Conversions,4THC,11,11,,,21,Tied-21st
0,All Splits,Any,miscellaneous,Miscellaneous,fumblesLost,Fumbles Lost,LST,6,6,,,25,Tied-25th
0,All Splits,Any,miscellaneous,Miscellaneous,possessionTimeSeconds,Possession Time Seconds,POSS,30521,30521,1795,"1,795",22,22nd
0,All Splits,Any,miscellaneous,Miscellaneous,redzoneEfficiencyPct,Red Zone Efficiency Percentage,CMP,73.54,73.54,,,5,5th
0,All Splits,Any,miscellaneous,Miscellaneous,redzoneFieldGoalPct,Red Zone Field Goal Percentage,RZFG%,26.23,26.23,,,17,17th
0,All Splits,Any,miscellaneous,Miscellaneous,redzoneScoringPct,Red Zone Scoring Percentage,RZ%,88.52,88.52,65,65,4,4th
0,All Splits,Any,miscellaneous,Miscellaneous,redzoneTouchdownPct,Red Zone Touchdown Percentage,RZTD%,62.3,62.30,,,5,Tied-5th
0,All Splits,Any,miscellaneous,Miscellaneous,thirdDownAttempts,Third Down Attempts,3RDA,221,221,13,13,13,Tied-13th
0,All Splits,Any,miscellaneous,Miscellaneous,thirdDownConvPct,3rd down %,3RDC%,45.701,45.70,44.80799865722656,44.808,4,4th
0,All Splits,Any,miscellaneous,Miscellaneous,thirdDownConvs,Third Down Conversions,3RDC,101,101,5,5,5,5th
0,All Splits,Any,miscellaneous,Miscellaneous,totalGiveaways,Total Giveaways,TGV,16,16,,,28,28th
0,All Splits,Any,miscellaneous,Miscellaneous,totalPenalties,Total Penalties,TPEN,107,107,6,6,10,Tied-10th
0,All Splits,Any,miscellaneous,Miscellaneous,totalPenaltyYards,Total Penalty Yards,TPY,842,842,49,49,19,19th
0,All Splits,Any,miscellaneous,Miscellaneous,totalTakeaways,Total Takeaways,TT,16,16,,,26,Tied-26th
0,All Splits,Any,miscellaneous,Miscellaneous,totalDrives,Total Drives,D,0,0,,,1,Tied-1st
0,All Splits,Any,miscellaneous,Miscellaneous,turnOverDifferential,Turnover Ratio,DIFF,0,0,,,16,Tied-16th
